epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,193.333,1.16845,0.91326,1.20767,0.81648,0.80969,0.85468,0.57378,1.30781,0.93615,1.49082,0.0097162,0.0097162,0.0097162
45,197.402,1.19959,0.95391,1.2165,0.9695,0.81818,0.92383,0.68197,0.92863,0.86319,1.2099,0.0097096,0.0097096,0.0097096
46,201.611,1.14928,0.93456,1.19942,0.7551,0.8423,0.86436,0.61168,1.02681,1.23607,1.30334,0.009703,0.009703,0.009703
47,205.713,1.14345,0.90103,1.18573,0.99834,0.90909,0.92237,0.65049,1.20056,0.81954,1.48645,0.0096964,0.0096964,0.0096964
48,209.853,1.10955,0.87231,1.1603,0.99219,0.90909,0.91089,0.65488,1.08837,0.84882,1.31217,0.0096898,0.0096898,0.0096898
49,214.075,1.1465,0.90229,1.16816,1,0.99645,0.995,0.66458,1.15573,0.64273,1.38391,0.0096832,0.0096832,0.0096832
50,218.107,1.1528,0.87492,1.15942,0.90211,0.90909,0.89238,0.61264,1.077,0.73894,1.30339,0.0096766,0.0096766,0.0096766
51,222.269,1.09498,0.83012,1.17584,1,0.98061,0.995,0.7224,1.05825,0.80633,1.3881,0.00967,0.00967,0.00967
52,226.483,1.13688,0.85119,1.18076,1,0.9802,0.995,0.68055,1.09976,0.80055,1.36113,0.0096634,0.0096634,0.0096634
53,230.554,1.11171,0.85312,1.17414,0.94321,1,0.995,0.64732,1.24953,0.83148,1.492,0.0096568,0.0096568,0.0096568
54,234.747,1.15253,0.85286,1.18484,0.97727,0.90909,0.9875,0.69901,0.98237,1.00659,1.21491,0.0096502,0.0096502,0.0096502
55,238.842,1.09523,0.86054,1.15353,0.99248,1,0.995,0.68041,1.15821,0.6519,1.34498,0.0096436,0.0096436,0.0096436
56,243.11,1.09785,0.82078,1.16201,0.98694,1,0.995,0.75477,1.0233,0.6166,1.24071,0.009637,0.009637,0.009637
57,247.272,1.14421,0.82677,1.18822,1,0.98125,0.995,0.7618,0.93647,0.66661,1.18756,0.0096304,0.0096304,0.0096304
58,251.452,1.09844,0.81318,1.14335,0.93219,0.81818,0.94396,0.75237,1.04367,0.6797,1.34579,0.0096238,0.0096238,0.0096238
59,255.587,1.13623,0.85788,1.1686,0.90384,0.90909,0.89824,0.74493,0.91853,0.57005,1.33816,0.0096172,0.0096172,0.0096172
60,259.83,1.08549,0.80997,1.14207,0.90326,0.90909,0.89823,0.74459,0.83231,0.61572,1.24521,0.0096106,0.0096106,0.0096106
61,263.975,1.08748,0.7981,1.14013,0.99054,1,0.995,0.78046,0.72493,0.5409,1.11836,0.009604,0.009604,0.009604
62,268.056,1.10017,0.84738,1.16971,0.98025,0.90909,0.90677,0.76646,0.83289,0.68162,1.14736,0.0095974,0.0095974,0.0095974
63,272.053,1.10767,0.82774,1.17331,0.98741,0.90909,0.97571,0.7446,0.8957,0.72796,1.1838,0.0095908,0.0095908,0.0095908
64,276.2,1.09699,0.8113,1.14518,0.98839,0.90909,0.95711,0.68107,1.08059,0.73922,1.39219,0.0095842,0.0095842,0.0095842
65,280.32,1.10082,0.81324,1.16776,0.99694,0.90909,0.9875,0.62853,1.23469,0.72763,1.6122,0.0095776,0.0095776,0.0095776
66,284.51,1.08547,0.81108,1.15993,0.91059,1,0.98,0.74687,1.11285,0.60639,1.33777,0.009571,0.009571,0.009571
67,288.728,1.09385,0.78772,1.15406,0.99305,1,0.995,0.74775,0.98347,0.62722,1.21634,0.0095644,0.0095644,0.0095644
68,293.231,1.11406,0.82784,1.16103,0.91535,0.98417,0.98,0.69464,0.93721,0.62419,1.18169,0.0095578,0.0095578,0.0095578
69,297.881,1.1281,0.82873,1.17948,0.90482,1,0.98,0.82377,0.73379,0.64189,1.01217,0.0095512,0.0095512,0.0095512
70,302.313,1.06994,0.79875,1.16137,0.90502,1,0.98,0.72756,1.01158,0.76396,1.3003,0.0095446,0.0095446,0.0095446
71,306.496,1.0496,0.79738,1.11318,1,0.89363,0.9545,0.69327,1.10232,0.91649,1.4052,0.009538,0.009538,0.009538
72,310.664,1.02918,0.79183,1.12468,0.99231,0.90909,0.97571,0.83867,0.6243,0.67157,0.97426,0.0095314,0.0095314,0.0095314
73,314.769,1.05232,0.79682,1.13479,0.82582,0.90909,0.90678,0.79801,0.79274,0.67838,1.06913,0.0095248,0.0095248,0.0095248
74,319.028,1.07081,0.77731,1.12724,1,0.90144,0.98115,0.71647,0.85989,0.5614,1.11681,0.0095182,0.0095182,0.0095182
75,323.274,1.04953,0.7572,1.14582,1,0.88863,0.95711,0.71148,1.04567,0.62934,1.25525,0.0095116,0.0095116,0.0095116
76,327.409,1.05432,0.80205,1.12319,1,0.98988,0.995,0.77785,0.929,0.53205,1.22423,0.009505,0.009505,0.009505
77,331.523,1.07584,0.7999,1.14095,0.91665,0.99985,0.9875,0.66846,1.0816,0.69847,1.29169,0.0094984,0.0094984,0.0094984
78,335.76,1.08972,0.79921,1.1366,0.97976,0.90909,0.98115,0.63206,1.38593,0.69824,1.62412,0.0094918,0.0094918,0.0094918
79,340.002,1.03452,0.75473,1.11147,1,0.99566,0.995,0.68547,1.15312,0.63144,1.40455,0.0094852,0.0094852,0.0094852
80,344.361,0.99873,0.71825,1.11108,0.90993,1,0.9575,0.699,1.15447,0.73081,1.41327,0.0094786,0.0094786,0.0094786
81,348.518,1.05414,0.76958,1.14097,0.9632,1,0.995,0.69298,1.29046,0.66932,1.44795,0.009472,0.009472,0.009472
82,352.671,1.04905,0.75611,1.12492,0.98704,0.90909,0.9875,0.73997,0.97215,0.59073,1.21711,0.0094654,0.0094654,0.0094654
83,356.975,1.02357,0.72765,1.11462,0.98324,0.81818,0.96071,0.59502,1.09605,0.85047,1.35568,0.0094588,0.0094588,0.0094588
84,361.118,1.01947,0.73294,1.09722,0.81443,0.79943,0.71533,0.49019,1.27673,1.01384,1.51873,0.0094522,0.0094522,0.0094522
85,365.221,1.00217,0.74734,1.10729,0.96911,1,0.995,0.76281,0.88259,0.64403,1.13623,0.0094456,0.0094456,0.0094456
86,369.437,1.02428,0.76285,1.12921,0.99324,1,0.995,0.73253,0.82251,0.54856,1.11986,0.009439,0.009439,0.009439
87,373.652,1.0268,0.72688,1.13599,0.90046,0.90909,0.92662,0.65721,1.02209,0.67811,1.20703,0.0094324,0.0094324,0.0094324
88,377.924,1.04369,0.72072,1.10692,1,0.88964,0.98115,0.69049,1.02048,0.58387,1.37885,0.0094258,0.0094258,0.0094258
89,382.094,0.98962,0.68809,1.09419,0.99567,1,0.995,0.75831,0.94388,0.50116,1.2296,0.0094192,0.0094192,0.0094192
90,386.376,0.98754,0.72416,1.09891,0.99711,1,0.995,0.71422,0.94987,0.55738,1.41527,0.0094126,0.0094126,0.0094126
91,390.784,1.01247,0.70144,1.09463,0.99148,0.90909,0.9875,0.71866,0.94078,0.67509,1.22547,0.009406,0.009406,0.009406
92,395.189,0.98731,0.71028,1.10138,0.99419,1,0.995,0.65683,1.11099,0.68932,1.44875,0.0093994,0.0093994,0.0093994
93,399.493,1.01834,0.72137,1.11321,0.90968,1,0.98,0.79871,0.80028,0.5742,1.15252,0.0093928,0.0093928,0.0093928
94,403.681,0.99923,0.71589,1.11208,0.992,1,0.995,0.82193,0.75893,0.52015,1.00555,0.0093862,0.0093862,0.0093862
95,407.818,1.01055,0.72684,1.10508,0.99258,1,0.995,0.65963,1.11023,0.60739,1.32949,0.0093796,0.0093796,0.0093796
96,411.981,1.01473,0.73588,1.11705,1,0.90594,0.94308,0.70426,0.99875,0.69336,1.18225,0.009373,0.009373,0.009373
97,416.115,1.03162,0.73569,1.11187,0.8927,0.90909,0.94074,0.76396,0.73307,0.59076,1.07335,0.0093664,0.0093664,0.0093664
98,420.214,0.98102,0.6848,1.08892,1,0.81425,0.923,0.7839,0.77456,0.59515,1.10465,0.0093598,0.0093598,0.0093598
99,424.461,0.97679,0.68411,1.08248,1,0.89529,0.9446,0.83542,0.59968,0.45152,0.93727,0.0093532,0.0093532,0.0093532
100,428.492,0.96621,0.68206,1.08568,0.99909,1,0.995,0.7992,0.77791,0.40649,1.11848,0.0093466,0.0093466,0.0093466
101,432.616,1.00961,0.71347,1.09937,0.99824,1,0.995,0.76049,0.88009,0.45904,1.17932,0.00934,0.00934,0.00934
102,436.755,0.97258,0.72163,1.11698,0.99369,0.90909,0.96687,0.75854,0.91536,0.53458,1.22599,0.0093334,0.0093334,0.0093334
103,440.958,0.99672,0.70646,1.11184,0.99331,0.90909,0.92652,0.72777,0.88682,0.61954,1.23852,0.0093268,0.0093268,0.0093268
104,445.244,0.98006,0.70792,1.11253,0.99383,0.90909,0.90651,0.69721,1.10239,0.71835,1.48532,0.0093202,0.0093202,0.0093202
105,449.548,0.92283,0.65509,1.06432,0.99366,0.90909,0.90616,0.74234,0.92668,0.56924,1.21176,0.0093136,0.0093136,0.0093136
106,453.805,0.97673,0.70658,1.08882,0.91661,1,0.9725,0.70726,0.8872,0.67339,1.19362,0.009307,0.009307,0.009307
107,457.914,0.99541,0.71017,1.10356,0.9849,0.90909,0.98115,0.73627,0.76139,0.52694,1.10839,0.0093004,0.0093004,0.0093004
108,462.067,0.99958,0.71168,1.10616,0.91179,0.90909,0.9061,0.75237,1.02792,0.64155,1.41705,0.0092938,0.0092938,0.0092938
109,466.312,0.94496,0.6885,1.06243,0.98733,0.90909,0.90698,0.76654,0.97304,0.58517,1.31257,0.0092872,0.0092872,0.0092872
110,470.577,0.99946,0.71783,1.09509,0.93767,0.81818,0.90184,0.75183,1.0097,0.5566,1.30983,0.0092806,0.0092806,0.0092806
111,474.853,0.96999,0.67999,1.09527,0.99444,0.90909,0.95711,0.74467,0.9462,0.58439,1.28006,0.009274,0.009274,0.009274
112,479.076,0.9683,0.69052,1.08727,0.98641,0.90909,0.96687,0.7476,0.85294,0.53764,1.16798,0.0092674,0.0092674,0.0092674
113,483.195,0.94763,0.68327,1.06622,1,0.96157,0.995,0.80296,0.8015,0.55368,1.12124,0.0092608,0.0092608,0.0092608
114,487.44,0.9275,0.66727,1.07045,1,0.90193,0.9875,0.79385,0.74487,0.4545,1.05355,0.0092542,0.0092542,0.0092542
115,491.612,0.95745,0.66663,1.0774,0.99362,1,0.995,0.77036,0.73109,0.49715,1.06574,0.0092476,0.0092476,0.0092476
116,495.88,0.96523,0.67653,1.08769,0.99548,1,0.995,0.77728,0.85675,0.54499,1.09475,0.009241,0.009241,0.009241
117,500.088,0.95161,0.66517,1.07817,0.99034,0.90909,0.95,0.62579,1.14254,0.75161,1.46089,0.0092344,0.0092344,0.0092344
118,504.264,0.92715,0.68591,1.07744,0.97626,1,0.995,0.75205,0.87463,0.68526,1.17463,0.0092278,0.0092278,0.0092278
119,508.511,0.90782,0.65407,1.05835,0.99226,0.90909,0.96,0.76724,0.79706,0.54274,1.15124,0.0092212,0.0092212,0.0092212
120,512.684,0.92852,0.66411,1.06546,1,0.99268,0.995,0.71294,1.02245,0.54522,1.381,0.0092146,0.0092146,0.0092146
121,516.889,0.94884,0.66236,1.08893,1,0.99333,0.995,0.79293,0.78218,0.53864,1.11249,0.009208,0.009208,0.009208
122,521.031,0.93852,0.67521,1.07054,1,0.99459,0.995,0.8033,0.7716,0.4924,1.07996,0.0092014,0.0092014,0.0092014
123,525.197,0.9371,0.62445,1.05969,0.99493,1,0.995,0.78702,0.82739,0.57541,1.13281,0.0091948,0.0091948,0.0091948
124,529.321,0.93842,0.65147,1.08163,0.98561,1,0.995,0.77063,0.88674,0.53046,1.20872,0.0091882,0.0091882,0.0091882
125,533.46,0.94894,0.66079,1.08751,1,0.99907,0.995,0.65056,1.3304,0.71174,1.53778,0.0091816,0.0091816,0.0091816
126,537.617,0.93204,0.64539,1.07625,0.99425,1,0.995,0.80093,0.91099,0.50693,1.23771,0.009175,0.009175,0.009175
127,541.707,0.9105,0.65329,1.06118,0.99469,1,0.995,0.77743,0.97622,0.52992,1.29293,0.0091684,0.0091684,0.0091684
128,545.93,0.92805,0.64098,1.0625,0.99417,1,0.995,0.74353,1.07015,0.51688,1.35897,0.0091618,0.0091618,0.0091618
129,550.026,0.93661,0.64968,1.06676,0.99586,1,0.995,0.75777,0.87063,0.46206,1.3053,0.0091552,0.0091552,0.0091552
130,554.235,0.87265,0.63802,1.05908,0.99511,1,0.995,0.69284,1.00076,0.52362,1.27424,0.0091486,0.0091486,0.0091486
131,558.477,0.89097,0.62084,1.0622,1,0.99817,0.995,0.72484,0.97419,0.51198,1.26369,0.009142,0.009142,0.009142
132,562.618,0.89306,0.62373,1.06466,1,0.99279,0.995,0.7159,0.94687,0.4467,1.19314,0.0091354,0.0091354,0.0091354
133,566.758,0.88144,0.59544,1.05225,0.99445,1,0.995,0.7831,0.90405,0.48904,1.16767,0.0091288,0.0091288,0.0091288
134,571,0.93097,0.6317,1.07483,0.99545,1,0.995,0.84081,0.71653,0.41092,1.08216,0.0091222,0.0091222,0.0091222
135,575.29,0.89395,0.63707,1.06403,0.97991,0.90909,0.9875,0.67619,1.06142,0.57546,1.3465,0.0091156,0.0091156,0.0091156
136,579.381,0.92748,0.64659,1.08355,1,0.99796,0.995,0.79556,0.78085,0.51773,1.08702,0.009109,0.009109,0.009109
137,583.561,0.89637,0.64391,1.04585,0.91169,1,0.9875,0.71954,0.92996,0.49529,1.29148,0.0091024,0.0091024,0.0091024
138,587.744,0.89332,0.6373,1.05545,0.90926,1,0.95,0.67054,0.97664,0.6645,1.32293,0.0090958,0.0090958,0.0090958
139,591.965,0.89678,0.63121,1.04474,0.98623,1,0.995,0.74933,0.96019,0.55956,1.22783,0.0090892,0.0090892,0.0090892
140,596.194,0.92211,0.65118,1.0728,0.91106,1,0.9875,0.74451,1.05493,0.70061,1.34451,0.0090826,0.0090826,0.0090826
141,600.337,0.92382,0.65184,1.06129,0.76438,0.90909,0.83544,0.66506,0.94538,0.77149,1.37772,0.009076,0.009076,0.009076
142,604.516,0.8794,0.62106,1.04779,0.97956,0.90909,0.90642,0.77652,0.87706,0.51952,1.26421,0.0090694,0.0090694,0.0090694
143,608.613,0.87474,0.60312,1.05475,0.99298,1,0.995,0.73411,0.93418,0.46901,1.23692,0.0090628,0.0090628,0.0090628
144,612.8,0.90229,0.63377,1.05732,0.99484,1,0.995,0.77626,0.99471,0.43155,1.25685,0.0090562,0.0090562,0.0090562
145,617.075,0.90989,0.63979,1.04744,0.99937,1,0.995,0.73363,0.97324,0.54409,1.30941,0.0090496,0.0090496,0.0090496
146,621.322,0.89745,0.63776,1.04873,0.98807,1,0.995,0.85013,0.66863,0.44297,1.01605,0.009043,0.009043,0.009043
147,625.536,0.91759,0.63181,1.06314,0.97141,1,0.995,0.8188,0.78728,0.49708,1.05856,0.0090364,0.0090364,0.0090364
148,629.656,0.903,0.63783,1.07408,0.99144,1,0.995,0.85053,0.68295,0.44784,0.99348,0.0090298,0.0090298,0.0090298
149,633.814,0.88513,0.60348,1.057,0.99013,1,0.995,0.81355,0.7213,0.46999,1.08268,0.0090232,0.0090232,0.0090232
150,638.003,0.91109,0.61714,1.04375,0.91123,1,0.9875,0.80522,0.7915,0.47258,1.12596,0.0090166,0.0090166,0.0090166
151,642.224,0.88928,0.61745,1.05045,0.99337,1,0.995,0.76862,0.76321,0.4538,1.10499,0.00901,0.00901,0.00901
152,646.587,0.89737,0.61376,1.05221,0.99923,1,0.995,0.79375,0.76374,0.47428,1.13287,0.0090034,0.0090034,0.0090034
153,650.834,0.90469,0.63224,1.04763,0.99006,1,0.995,0.76754,0.83444,0.48945,1.12359,0.0089968,0.0089968,0.0089968
154,654.971,0.88016,0.59474,1.03454,0.99025,1,0.995,0.80311,0.78412,0.46271,1.07918,0.0089902,0.0089902,0.0089902
155,659.197,0.85589,0.57891,1.0214,0.99131,1,0.995,0.71307,0.96276,0.51357,1.23507,0.0089836,0.0089836,0.0089836
156,663.256,0.88274,0.61059,1.04297,0.98925,0.90909,0.95,0.71659,0.95533,0.78504,1.21032,0.008977,0.008977,0.008977
157,667.377,0.90467,0.62802,1.05426,0.91505,0.98058,0.98,0.79402,0.71324,0.57928,1.07993,0.0089704,0.0089704,0.0089704
158,671.495,0.91896,0.61592,1.06468,0.90451,0.90909,0.97297,0.82907,0.63319,0.55953,0.98267,0.0089638,0.0089638,0.0089638
159,675.631,0.8947,0.59589,1.04258,0.99245,1,0.995,0.80579,0.80696,0.47959,1.14362,0.0089572,0.0089572,0.0089572
160,679.726,0.8672,0.59462,1.0368,1,0.99626,0.995,0.84009,0.73247,0.44317,1.05527,0.0089506,0.0089506,0.0089506
161,683.881,0.8621,0.60027,1.03307,1,0.99561,0.995,0.85668,0.6996,0.4384,1.01323,0.008944,0.008944,0.008944
162,688.117,0.88134,0.60809,1.03818,1,0.99723,0.995,0.8182,0.77428,0.45827,1.05781,0.0089374,0.0089374,0.0089374
163,692.463,0.85244,0.5622,1.03215,0.99651,1,0.995,0.75976,0.8655,0.48007,1.1675,0.0089308,0.0089308,0.0089308
164,696.554,0.85951,0.56459,1.03578,0.99434,1,0.995,0.84454,0.74249,0.41338,1.04786,0.0089242,0.0089242,0.0089242
165,700.72,0.86366,0.58325,1.02674,0.99441,1,0.995,0.76641,0.75542,0.45193,1.00133,0.0089176,0.0089176,0.0089176
166,704.905,0.82914,0.57533,1.00354,0.99574,1,0.995,0.83695,0.69588,0.45377,0.98999,0.008911,0.008911,0.008911
167,709.208,0.82927,0.57224,1.02505,1,0.99545,0.995,0.80334,0.79385,0.46988,1.18991,0.0089044,0.0089044,0.0089044
168,713.565,0.89014,0.59887,1.05281,0.99343,1,0.995,0.78557,0.87377,0.66874,1.24175,0.0088978,0.0088978,0.0088978
169,717.717,0.87316,0.61977,1.04827,0.99097,1,0.995,0.79663,0.7894,0.54411,1.10405,0.0088912,0.0088912,0.0088912
170,721.913,0.86424,0.59155,1.02069,0.91222,1,0.965,0.77847,0.83133,0.52604,1.14099,0.0088846,0.0088846,0.0088846
171,726.023,0.85863,0.6022,1.02288,0.9958,1,0.995,0.77662,0.8269,0.47054,1.16213,0.008878,0.008878,0.008878
172,730.252,0.85426,0.58721,1.03258,0.91398,1,0.9875,0.75713,0.83158,0.57975,1.1582,0.0088714,0.0088714,0.0088714
173,734.398,0.84929,0.57553,1.02382,0.92605,1,0.995,0.75488,0.84902,0.45964,1.16494,0.0088648,0.0088648,0.0088648
174,738.617,0.85166,0.57749,1.02203,0.99516,1,0.995,0.75474,0.92812,0.49459,1.22751,0.0088582,0.0088582,0.0088582
175,743.014,0.83775,0.56233,1.03455,0.99401,1,0.995,0.81709,0.70425,0.47939,1.02975,0.0088516,0.0088516,0.0088516
176,747.197,0.8323,0.58325,1.01341,0.99454,1,0.995,0.80591,0.74932,0.43404,1.09109,0.008845,0.008845,0.008845
177,751.444,0.82992,0.56159,1.02112,1,0.99888,0.995,0.79005,0.83567,0.45601,1.19543,0.0088384,0.0088384,0.0088384
178,755.575,0.82544,0.5577,1.00311,1,0.99641,0.995,0.743,0.99122,0.5262,1.28775,0.0088318,0.0088318,0.0088318
179,759.882,0.84095,0.56715,1.03247,0.99476,1,0.995,0.79597,0.81734,0.48436,1.20697,0.0088252,0.0088252,0.0088252
180,764.036,0.84034,0.56313,1.02594,0.99419,1,0.995,0.78152,0.77871,0.40949,1.13733,0.0088186,0.0088186,0.0088186
181,768.207,0.81834,0.57702,1.01613,1,0.99487,0.995,0.76209,0.81894,0.43731,1.14086,0.008812,0.008812,0.008812
182,772.398,0.8405,0.57144,1.02138,0.98926,0.90909,0.95214,0.77196,0.88019,0.50579,1.23644,0.0088054,0.0088054,0.0088054
183,776.576,0.82519,0.56777,1.02263,1,0.90256,0.91693,0.71578,0.96585,0.44186,1.4245,0.0087988,0.0087988,0.0087988
184,780.826,0.85661,0.58173,1.02143,0.96055,0.90909,0.90729,0.71691,0.97748,0.5224,1.37842,0.0087922,0.0087922,0.0087922
185,785.042,0.85237,0.58818,1.02791,0.9923,1,0.995,0.67907,1.2326,0.58426,1.60067,0.0087856,0.0087856,0.0087856
186,789.196,0.83269,0.56966,1.01112,0.98723,1,0.995,0.65487,1.1934,0.65702,1.58039,0.008779,0.008779,0.008779
187,793.345,0.82105,0.58137,1.01943,0.99368,1,0.995,0.68749,1.17811,0.53495,1.64461,0.0087724,0.0087724,0.0087724
188,797.442,0.84779,0.5755,1.02568,1,0.99141,0.995,0.76021,0.94383,0.46371,1.40629,0.0087658,0.0087658,0.0087658
189,801.711,0.79744,0.55072,1.0141,1,0.99401,0.995,0.82079,0.68446,0.4532,1.13804,0.0087592,0.0087592,0.0087592
190,805.954,0.81506,0.56254,1.02804,0.9946,0.90909,0.94167,0.79425,0.79465,0.50375,1.15315,0.0087526,0.0087526,0.0087526
191,810.041,0.7933,0.57742,1.01574,1,0.99056,0.995,0.75477,0.80168,0.44436,1.15054,0.008746,0.008746,0.008746
192,814.253,0.83094,0.59856,1.03663,1,0.90346,0.90677,0.75211,0.70313,0.49646,1.19723,0.0087394,0.0087394,0.0087394
193,818.371,0.84219,0.57933,1.02647,0.99227,0.90909,0.90731,0.73918,0.8372,0.45065,1.31886,0.0087328,0.0087328,0.0087328
